f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,-0.23816991,-0.0063548894,-0.2103616,-0.4401373,-0.14182767,-0.38672167,-0.46418506,-0.30134648,-0.5556537,-0.37209338,-0.47819796,-0.7191784,-0.46997586,-0.9493426,-0.29316717,-0.5101279,-1.5273417,-0.5138868,-0.51574725,-1.9040793,-0.66870505,-0.5077705,-2.224391,-0.77304155,-0.23025492,-0.9510047,-0.2954119,-0.22856523,-1.1338716,-0.58491945,-0.22145922,-0.68450403,-0.648635,-0.2395659,-0.44913298,-0.6386409,0.0015402389,-0.90896773,-0.31920063,0.0074247634,-1.1316501,-0.56024486,-0.017752916,-0.7402433,-0.48203593,-0.057562,-0.51688015,-0.3772373,0.20786919,-0.8140888,-0.36321643,0.2155557,-1.0491769,-0.51617867,0.1636074,-0.7759357,-0.4410448,0.11026141,-0.6132725,-0.34640783,d
0.0,0.0,0.0,-0.25175396,-0.02577917,-0.17794645,-0.5087569,-0.20260558,-0.32292175,-0.6478081,-0.36061445,-0.46409565,-0.74762243,-0.49375322,-0.6042717,-0.4472889,-0.9789969,-0.2556598,-0.47161,-1.5416311,-0.46218544,-0.47448018,-1.9223212,-0.606092,-0.46382186,-2.227342,-0.70028895,-0.20913155,-0.96499807,-0.27139154,-0.2147274,-1.165043,-0.5488064,-0.22947255,-0.6937931,-0.59993416,-0.24583457,-0.4460656,-0.57731724,0.02307332,-0.9087779,-0.30805597,0.033196706,-1.1465409,-0.5416332,-0.020066125,-0.75130355,-0.45906615,-0.0671713,-0.53218335,-0.34872133,0.23331486,-0.80145293,-0.36196575,0.2473806,-1.0607373,-0.5091803,0.17950773,-0.79898417,-0.42785382,0.12504031,-0.63616276,-0.32662934,d
0.0,0.0,0.0,-0.21049522,0.0330708,-0.24231222,-0.45102122,-0.07055228,-0.44943327,-0.5134292,-0.14118788,-0.6457238,-0.4392176,-0.21386687,-0.8426159,-0.45770717,-0.9508883,-0.37285027,-0.49605885,-1.5792207,-0.6067734,-0.49993414,-1.9652654,-0.758157,-0.48316845,-2.3092854,-0.8638877,-0.1808176,-0.9463475,-0.37795419,-0.23746106,-1.11777,-0.68815166,-0.26067615,-0.61757994,-0.7322086,-0.25591224,-0.3490322,-0.70386934,0.077014804,-0.8542132,-0.406506,0.04627946,-1.0260082,-0.6794894,-0.0021931753,-0.5782432,-0.5757475,-0.03237406,-0.3250929,-0.44588998,0.31480038,-0.7041706,-0.45720053,0.314664,-0.92581075,-0.6411032,0.2482597,-0.61155796,-0.5527754,0.20039737,-0.4285054,-0.44400796,d
0.0,0.0,0.0,-0.20036893,0.0701992,-0.29450992,-0.44664788,0.044584617,-0.5516585,-0.4877198,0.058311384,-0.7880309,-0.3777948,0.0004029254,-1.0289614,-0.47386175,-0.8688164,-0.5038359,-0.4934744,-1.5290726,-0.7969358,-0.48606288,-1.9534031,-0.9862602,-0.46376547,-2.3141994,-1.1157238,-0.16696554,-0.8728186,-0.5059873,-0.21782736,-1.0376128,-0.8802408,-0.21271041,-0.44983077,-0.9369339,-0.19952032,-0.1638635,-0.9073007,0.12554753,-0.77315396,-0.5312571,0.121514134,-0.93968517,-0.86832106,0.087223835,-0.3989306,-0.7484484,0.04528705,-0.12506297,-0.59446436,0.37570518,-0.6080373,-0.5799222,0.39607868,-0.75577635,-0.82494193,0.34565124,-0.38004,-0.72699004,0.29594055,-0.19729555,-0.59603614,d
0.0,0.0,0.0,-0.18715283,0.0065534245,-0.2556216,-0.37279397,-0.047043886,-0.4929847,-0.36546665,-0.015429095,-0.71410954,-0.27744687,0.025672844,-0.9474619,-0.44713414,-0.85257334,-0.46736765,-0.4586837,-1.4748844,-0.74756557,-0.4379429,-1.8926369,-0.9488888,-0.41151375,-2.2579105,-1.0894904,-0.13613673,-0.88798904,-0.47913498,-0.11321315,-0.9813786,-0.8303295,-0.113751024,-0.41745958,-0.90540344,-0.14672346,-0.12310259,-0.8980522,0.15348399,-0.8096703,-0.50690204,0.19474328,-0.8946852,-0.81363183,0.15523499,-0.36895582,-0.71516854,0.08662219,-0.07385267,-0.5877773,0.391776,-0.6558207,-0.5548441,0.43109328,-0.6720398,-0.7824715,0.38545173,-0.29342875,-0.6957733,0.3272862,-0.10222651,-0.57931155,d
0.0,0.0,0.0,-0.23611932,0.01937245,-0.23484954,-0.47117543,-0.19164473,-0.39814058,-0.5079576,-0.4369552,-0.53931916,-0.5123971,-0.6405284,-0.6748373,-0.45091683,-0.93389463,-0.36720586,-0.4841037,-1.5794644,-0.60091335,-0.46303472,-1.9648882,-0.7581215,-0.4393193,-2.3133874,-0.8684732,-0.16230123,-0.94311064,-0.35943985,-0.14068404,-1.1156672,-0.67203504,-0.11431519,-0.5980903,-0.7248937,-0.11747023,-0.33645076,-0.7046577,0.10057017,-0.87727404,-0.37170005,0.15001336,-1.0381148,-0.6517298,0.1246346,-0.57567346,-0.551674,0.072036386,-0.33632538,-0.4275305,0.31879196,-0.761963,-0.40409622,0.38996667,-0.909615,-0.6107522,0.32854038,-0.5671542,-0.5334927,0.25100496,-0.391401,-0.4300103,d
0.0,0.0,0.0,-0.2095278,0.0050475043,-0.2448331,-0.41318643,-0.1269036,-0.43924087,-0.3801858,-0.25414503,-0.61495394,-0.25570694,-0.36356673,-0.7844867,-0.44192362,-0.9266218,-0.3447753,-0.48546234,-1.5095538,-0.5567243,-0.47629824,-1.8651296,-0.6955898,-0.46348843,-2.180159,-0.79394764,-0.17648219,-0.9477329,-0.33484602,-0.14884892,-1.0870948,-0.62070644,-0.123540156,-0.6045038,-0.6683768,-0.13613974,-0.37669006,-0.6489396,0.06746956,-0.9008194,-0.34714672,0.108505294,-1.0422963,-0.5957955,0.08972649,-0.6168912,-0.5042881,0.03769774,-0.40835384,-0.3930677,0.2815708,-0.798235,-0.38224044,0.3255793,-0.9323465,-0.5522785,0.28049898,-0.6140989,-0.47499922,0.21469784,-0.46042132,-0.37979278,d
0.0,0.0,0.0,-0.22567953,-0.016270814,-0.22615929,-0.41694883,-0.16354366,-0.40991503,-0.38430947,-0.3097335,-0.5775657,-0.2624776,-0.4490316,-0.7389356,-0.46107364,-0.92737097,-0.32637516,-0.5159155,-1.5245,-0.5352738,-0.5140893,-1.8766879,-0.67362976,-0.5056171,-2.1918454,-0.77126104,-0.2018815,-0.94902486,-0.32111737,-0.17171429,-1.1105828,-0.60244477,-0.14087895,-0.6615412,-0.6566339,-0.15978466,-0.43212366,-0.644895,0.03495507,-0.9055015,-0.3362243,0.06987575,-1.0677449,-0.57729965,0.05988349,-0.6647201,-0.4937196,0.009771632,-0.46279627,-0.39031586,0.24530794,-0.8110966,-0.3722439,0.28396747,-0.98323625,-0.53202045,0.2461812,-0.6818831,-0.4572767,0.18351895,-0.5252585,-0.36693805,d
0.0,0.0,0.0,-0.22493973,-0.01989048,-0.1996197,-0.42037073,-0.19040889,-0.36021894,-0.37784386,-0.32384846,-0.5097211,-0.23664513,-0.40044883,-0.6523319,-0.43111712,-0.9594021,-0.29869148,-0.48287442,-1.5452986,-0.4942552,-0.47689158,-1.8809527,-0.6240237,-0.46817562,-2.1849875,-0.7173284,-0.17397982,-0.96283114,-0.3018987,-0.13889731,-1.1063172,-0.5629414,-0.12768957,-0.64586747,-0.60683537,-0.15058278,-0.4329585,-0.5937897,0.059416857,-0.90379417,-0.32437655,0.10868548,-1.0747434,-0.55052793,0.07309159,-0.6742791,-0.46631518,0.019075379,-0.48885816,-0.3659472,0.26266325,-0.80266154,-0.36626616,0.3227491,-1.0058624,-0.5116036,0.2699677,-0.72606295,-0.43539962,0.20640053,-0.591234,-0.34793916,d
0.0,0.0,0.0,-0.23437947,-0.0051685623,-0.2223714,-0.4170321,-0.15777566,-0.39931875,-0.3554888,-0.28912318,-0.5602339,-0.21955065,-0.3973163,-0.7149496,-0.44229954,-0.9494847,-0.32491225,-0.48896068,-1.5340112,-0.52833676,-0.47998554,-1.8729415,-0.6697331,-0.46797967,-2.1915724,-0.77253544,-0.18673211,-0.95711434,-0.31963253,-0.1443158,-1.1158164,-0.5911727,-0.12245571,-0.6709377,-0.6516147,-0.14775614,-0.42137495,-0.6495746,0.04774238,-0.90016556,-0.33284396,0.102134645,-1.067972,-0.5699373,0.0750548,-0.64917266,-0.49264753,0.014885217,-0.41624847,-0.3947931,0.25546026,-0.8000307,-0.36611754,0.31012633,-0.9800114,-0.52590793,0.26224032,-0.6679382,-0.45433897,0.19772919,-0.49229255,-0.36741874,d
0.0,0.0,0.0,-0.22561361,-0.003787202,-0.21937229,-0.43508354,-0.14812067,-0.4033492,-0.40148288,-0.23844342,-0.5758214,-0.26896235,-0.30196595,-0.7439994,-0.44369268,-0.94966966,-0.3280873,-0.4917313,-1.5638072,-0.5404185,-0.48541626,-1.9270788,-0.68212324,-0.47193038,-2.2538955,-0.78393316,-0.17595065,-0.9511865,-0.332023,-0.16327445,-1.1256913,-0.6177336,-0.14739445,-0.6429059,-0.66711915,-0.15425095,-0.41534033,-0.65221894,0.07050773,-0.88766146,-0.35667005,0.09496655,-1.0826594,-0.5976349,0.06573355,-0.662603,-0.5059679,0.021565584,-0.46193817,-0.39765888,0.28837585,-0.77493644,-0.4026202,0.33093694,-0.98255366,-0.5605043,0.27453083,-0.686625,-0.47991306,0.20850746,-0.5435393,-0.38642514,d
0.0,0.0,0.0,-0.22610585,0.01141368,-0.26361257,-0.4726798,-0.09791561,-0.4801472,-0.5621148,-0.20379004,-0.6793548,-0.5788065,-0.299985,-0.8772374,-0.4563788,-0.9347559,-0.3791881,-0.49074724,-1.5005995,-0.6391652,-0.49519262,-1.896515,-0.8070875,-0.48213446,-2.2199178,-0.9149756,-0.18885303,-0.9386495,-0.36498415,-0.19238734,-1.0915368,-0.67004657,-0.18624769,-0.58978814,-0.69746596,-0.18346623,-0.40430757,-0.65458375,0.0692408,-0.8759771,-0.37949306,0.09523411,-1.0420521,-0.646243,0.050387535,-0.61230206,-0.5268161,0.0010370081,-0.4360381,-0.38706568,0.28853396,-0.7555864,-0.41919237,0.32857668,-0.94560933,-0.5975378,0.26490578,-0.63137794,-0.49746576,0.2036077,-0.49201715,-0.37802452,d
0.0,0.0,0.0,-0.2201468,-0.002186468,-0.25962436,-0.44313326,-0.12771975,-0.49427146,-0.4993809,-0.26031283,-0.72084534,-0.36876824,-0.32832205,-0.944993,-0.426616,-0.9769591,-0.3712149,-0.45286027,-1.5544727,-0.63090163,-0.4747038,-1.9474108,-0.7809895,-0.45239195,-2.2669227,-0.8772061,-0.17350397,-0.94601095,-0.36990708,-0.20991121,-1.1370662,-0.67031133,-0.22860163,-0.6066839,-0.6673361,-0.2117549,-0.45267755,-0.60201466,0.07702467,-0.8545508,-0.40140295,0.06297615,-1.056616,-0.6681643,0.0037022014,-0.6218818,-0.5322351,-0.014711992,-0.45798683,-0.37893113,0.30373633,-0.70266616,-0.4606449,0.31487256,-0.9338191,-0.6371162,0.23371942,-0.6442641,-0.5379503,0.1828035,-0.4993328,-0.41963983,d
0.0,0.0,0.0,-0.23747563,-0.032087494,-0.2413034,-0.4479499,-0.17414497,-0.46136454,-0.548993,-0.29975253,-0.67693,-0.4102276,-0.39335024,-0.8906594,-0.4047012,-1.001268,-0.34556153,-0.4292508,-1.5808262,-0.60304135,-0.44913495,-1.975574,-0.7683686,-0.42068484,-2.2843692,-0.87671083,-0.16237967,-0.96479034,-0.34272695,-0.2288686,-1.1417888,-0.64013517,-0.26785156,-0.6337263,-0.66198075,-0.25627628,-0.42537448,-0.6177043,0.082956985,-0.8690584,-0.37013584,0.044898752,-1.092969,-0.6225108,-0.029184792,-0.6777679,-0.50897276,-0.043859605,-0.46630794,-0.37276515,0.30044538,-0.7116156,-0.4240771,0.30400717,-0.95320296,-0.5939304,0.20320551,-0.701728,-0.5159245,0.15576674,-0.5474596,-0.41313362,d
0.0,0.0,0.0,-0.23752202,-0.013274132,-0.22232224,-0.4772459,-0.1331072,-0.42531914,-0.5563903,-0.2591942,-0.6241125,-0.42227888,-0.36859208,-0.8207761,-0.397298,-1.0050771,-0.34539184,-0.4204562,-1.6191024,-0.5937594,-0.4336289,-2.0169842,-0.7523881,-0.4157134,-2.3448203,-0.8590152,-0.1405921,-0.9549852,-0.35397136,-0.22656253,-1.1332797,-0.65891963,-0.26923692,-0.6123934,-0.6892252,-0.25666294,-0.40300345,-0.6511514,0.10951551,-0.85059625,-0.38821182,0.051658817,-1.0674645,-0.6567932,-0.022028157,-0.62089044,-0.54582655,-0.03994967,-0.41250736,-0.40873912,0.3373443,-0.70051736,-0.44501212,0.32550666,-0.9351594,-0.62721217,0.2235207,-0.648932,-0.5429754,0.16700801,-0.4976045,-0.43340835,d
0.0,0.0,0.0,-0.2254376,0.002092829,-0.24041906,-0.46561217,-0.094318576,-0.45218062,-0.574562,-0.19374293,-0.658463,-0.4503606,-0.32889158,-0.8638043,-0.41609046,-0.9976436,-0.3609383,-0.43243876,-1.6158925,-0.6194814,-0.4499231,-2.0224154,-0.78777164,-0.43589833,-2.3597379,-0.8999902,-0.15370378,-0.9533654,-0.36755794,-0.24344057,-1.1093796,-0.70244795,-0.30174336,-0.5820112,-0.75640565,-0.30134276,-0.3484817,-0.72695524,0.105943814,-0.8431704,-0.40023005,0.045459006,-1.0484104,-0.6992145,-0.040991906,-0.5936599,-0.6099227,-0.069533244,-0.36537346,-0.47642964,0.34115168,-0.68168056,-0.45507252,0.32728586,-0.9123044,-0.65993106,0.22166081,-0.6289523,-0.589076,0.16090661,-0.46719912,-0.4812478,d
0.0,0.0,0.0,-0.18920335,-0.00262231,-0.114208676,-0.49076033,-0.16372557,-0.21508287,-0.71487737,-0.2366415,-0.3260332,-0.7948954,-0.43850553,-0.44217578,-0.49236602,-0.9576548,-0.16095732,-0.57205415,-1.5331924,-0.3576169,-0.65454954,-1.8952153,-0.5009478,-0.6833983,-2.194058,-0.59276587,-0.326668,-0.9923869,-0.20423408,-0.5814064,-1.1729369,-0.46421382,-0.68017286,-0.76241946,-0.53688663,-0.65142006,-0.477047,-0.5226299,-0.12869638,-0.9272366,-0.26650587,-0.3596711,-1.1177474,-0.5043018,-0.46839356,-0.75298,-0.48138076,-0.44982776,-0.5162421,-0.39111704,0.08951863,-0.79991716,-0.33888736,-0.09963376,-1.0118934,-0.5210502,-0.22650078,-0.81977266,-0.5076062,-0.24302736,-0.66289204,-0.43860617,d
0.0,0.0,0.0,-0.21545228,-0.024582371,-0.09118831,-0.5249832,-0.17916045,-0.1928319,-0.7570423,-0.24498089,-0.3079231,-0.8365807,-0.4393096,-0.42963004,-0.5194747,-0.9535063,-0.16130385,-0.5812403,-1.5322843,-0.3626288,-0.6674104,-1.9014935,-0.5146102,-0.69483584,-2.2128062,-0.61541796,-0.35403827,-0.98134404,-0.21389884,-0.6273792,-1.1499937,-0.47081098,-0.7299991,-0.72867185,-0.5489549,-0.7078415,-0.45502087,-0.54633445,-0.15233977,-0.9145436,-0.28169712,-0.41711095,-1.1584144,-0.5127607,-0.5447863,-0.77902246,-0.49820527,-0.5332296,-0.5160855,-0.41973594,0.0688557,-0.7882714,-0.35750523,-0.14104311,-1.0266854,-0.5464436,-0.29967695,-0.8039789,-0.55236435,-0.33945197,-0.6021113,-0.50040257,d
0.0,0.0,0.0,-0.27402228,-0.006673636,-0.12976046,-0.53111684,-0.15734987,-0.26066786,-0.7100512,-0.18964824,-0.3955124,-0.81720823,-0.32709724,-0.53288174,-0.61447036,-0.91863096,-0.23081714,-0.6770229,-1.5050538,-0.45005473,-0.72642094,-1.8584425,-0.62020177,-0.7386546,-2.1677172,-0.73279375,-0.42481896,-0.9499833,-0.27308568,-0.6002284,-1.1052701,-0.53058445,-0.67157525,-0.71916133,-0.61996365,-0.6488683,-0.44218102,-0.63960403,-0.20351578,-0.87350136,-0.3313932,-0.38630068,-1.0403094,-0.55277544,-0.49376506,-0.7348036,-0.5467969,-0.5072178,-0.5169914,-0.4915922,0.029558674,-0.7356949,-0.40204543,-0.13078208,-0.91476965,-0.57988197,-0.27723593,-0.7451497,-0.5810457,-0.34450793,-0.5867542,-0.53576726,d
0.0,0.0,0.0,-0.27734014,0.09196476,-0.2842141,-0.46492323,0.08335022,-0.47269022,-0.3430603,0.049512986,-0.6244512,-0.19666012,0.007528431,-0.77738816,-0.4789048,-0.6528097,-0.51152205,-0.46601036,-0.9888591,-0.78073317,-0.51969856,-1.2381804,-0.9773321,-0.5715753,-1.4338776,-1.116722,-0.1310224,-0.90229297,-0.4757544,-0.0040843044,-0.24092296,-0.7565378,-0.09660782,0.08411539,-0.8355391,-0.18079822,0.12212408,-0.87375927,0.2018339,-0.88399065,-0.45554984,0.26960835,-0.14644073,-0.6639965,0.12525369,0.091093846,-0.5937881,0.017414205,0.104261585,-0.53323984,0.45579758,-0.753914,-0.47130063,0.5019036,-0.16468632,-0.67800283,0.35611284,0.017441906,-0.6636136,0.23006459,0.024606837,-0.6146257,d
0.0,0.0,0.0,-0.22563556,0.019630749,-0.34140587,-0.37787697,-0.07358671,-0.57267445,-0.23664884,-0.11283591,-0.76139855,-0.06332902,-0.11548979,-0.9525204,-0.39452326,-0.7988007,-0.5392755,-0.420374,-1.407601,-0.80670905,-0.41886082,-1.821126,-0.9722378,-0.4296443,-2.16318,-1.0871539,-0.055642072,-0.8515263,-0.49719977,0.071840405,-1.0249968,-0.8618732,0.11848688,-0.42583242,-0.92590934,0.07284109,-0.03057153,-0.9005082,0.24312225,-0.81014854,-0.47636944,0.3734771,-0.90305537,-0.8126117,0.3317952,-0.33006552,-0.72096443,0.21654983,0.022341168,-0.58522314,0.4994554,-0.720874,-0.48087084,0.6092044,-0.7621565,-0.7227184,0.5361199,-0.35219416,-0.64758086,0.4140815,-0.08845278,-0.5369037,d
0.0,0.0,0.0,-0.24154745,-0.03188773,-0.17898788,-0.48038357,-0.1726728,-0.36103562,-0.5955633,-0.30274323,-0.5515167,-0.48450065,-0.4245743,-0.74376935,-0.43892133,-1.0020213,-0.24718866,-0.46881294,-1.5513093,-0.4816295,-0.5065465,-1.9462619,-0.63173753,-0.49773,-2.2573357,-0.72869486,-0.21538255,-0.97092974,-0.2703166,-0.32924148,-1.1490575,-0.54552513,-0.3619147,-0.66417485,-0.55946386,-0.3386153,-0.49084774,-0.5081123,0.013069086,-0.8982716,-0.3220454,-0.07341703,-1.105164,-0.56030875,-0.13804206,-0.69919413,-0.44339836,-0.14027625,-0.5186868,-0.30424547,0.22854295,-0.768217,-0.3949235,0.1608678,-1.0016341,-0.5403274,0.07769412,-0.72397417,-0.4458766,0.06275314,-0.5777422,-0.33463252,d
0.0,0.0,0.0,-0.19519064,-0.019121852,-0.19009584,-0.45012808,-0.16435516,-0.37015578,-0.64001894,-0.25854206,-0.55203336,-0.5678954,-0.46205685,-0.73581713,-0.42471638,-0.97034436,-0.2949651,-0.4880958,-1.5770973,-0.5704681,-0.53972787,-1.9836113,-0.76067066,-0.53569305,-2.3319485,-0.8813745,-0.20981981,-0.9580011,-0.31695744,-0.4096286,-1.1691635,-0.64436203,-0.46045348,-0.6727616,-0.6949322,-0.42418876,-0.41399953,-0.6587514,0.015857574,-0.8843344,-0.3676851,-0.15944102,-1.1527451,-0.6572726,-0.23842733,-0.72809637,-0.5804717,-0.22207023,-0.47648302,-0.45068064,0.24236588,-0.7630217,-0.43668765,0.11997052,-1.0285292,-0.6357766,0.007701276,-0.76947355,-0.5827227,-0.021748886,-0.5781016,-0.48806313,d
0.0,0.0,0.0,-0.17810185,0.023736253,-0.18134245,-0.48105147,-0.113630615,-0.33240196,-0.67603666,-0.22543113,-0.48024875,-0.6205147,-0.46199283,-0.62942594,-0.4352547,-0.9743891,-0.2768923,-0.50265986,-1.5969495,-0.52890486,-0.550955,-2.0252056,-0.72008455,-0.5563573,-2.3909643,-0.8490658,-0.20294502,-0.967526,-0.29510105,-0.40900514,-1.1948699,-0.6217126,-0.46813062,-0.67593485,-0.70189446,-0.43262687,-0.35014224,-0.6863277,0.040346004,-0.89462644,-0.335225,-0.1375517,-1.1828727,-0.6282083,-0.22706528,-0.7029259,-0.56855893,-0.21817927,-0.38773665,-0.44672683,0.28300375,-0.77151346,-0.38982084,0.1638225,-1.0422308,-0.60592216,0.042703345,-0.7519034,-0.56254923,-0.002515511,-0.5273674,-0.46859714,d
0.0,0.0,0.0,-0.2372382,-0.02021439,-0.12586936,-0.51155037,-0.16038448,-0.25704098,-0.6938857,-0.24915452,-0.39982188,-0.66674906,-0.4251116,-0.5433896,-0.4883546,-0.973229,-0.21828544,-0.5918602,-1.5774767,-0.4515077,-0.66310155,-1.9720411,-0.6156879,-0.6864753,-2.310844,-0.72191066,-0.27610335,-0.9614313,-0.25646722,-0.48166788,-1.1557456,-0.53800684,-0.5098217,-0.6746846,-0.58125556,-0.46307966,-0.44560748,-0.55090797,-0.0510495,-0.90301883,-0.31506452,-0.22032632,-1.1539251,-0.56634694,-0.2773232,-0.7095411,-0.47926718,-0.25328588,-0.47532037,-0.35232294,0.17679024,-0.7919741,-0.3869949,0.06402226,-1.036961,-0.55185944,-0.03884143,-0.74842536,-0.47797057,-0.061791826,-0.5629027,-0.37353417,d
0.0,0.0,0.0,-0.24817243,-0.006545601,-0.16992268,-0.5009292,-0.11356723,-0.33046624,-0.67490643,-0.20561236,-0.49816442,-0.6356841,-0.3262796,-0.66514164,-0.5091534,-0.9759188,-0.23479566,-0.59726375,-1.5592301,-0.45701507,-0.6553488,-1.9469038,-0.6107473,-0.67309344,-2.2657175,-0.71440303,-0.28978756,-0.9654497,-0.2548278,-0.46792507,-1.0940275,-0.5301981,-0.48472542,-0.63904256,-0.57714146,-0.43801704,-0.42597923,-0.55506253,-0.058228184,-0.90118164,-0.2991568,-0.21165846,-1.1015418,-0.54753214,-0.26547652,-0.687719,-0.46887192,-0.24521014,-0.461053,-0.35360375,0.17426275,-0.78721,-0.36108106,0.057585806,-0.9800089,-0.52607656,-0.045798715,-0.6984772,-0.4608288,-0.07437104,-0.51388264,-0.36642504,d
0.0,0.0,0.0,-0.20837739,-0.03127541,-0.16265698,-0.47355786,-0.20073986,-0.3064873,-0.67107326,-0.294414,-0.455315,-0.64168376,-0.47726524,-0.6072614,-0.4127406,-1.0040118,-0.2337002,-0.4806813,-1.6143656,-0.45603204,-0.55239797,-2.0000951,-0.6077093,-0.56899023,-2.3293223,-0.7066298,-0.21394606,-0.9910124,-0.2624766,-0.420382,-1.2018392,-0.5475463,-0.49823996,-0.7480028,-0.5932106,-0.45455876,-0.48056695,-0.5581353,-0.0072410475,-0.9043543,-0.31644204,-0.18772997,-1.149574,-0.5709558,-0.28008905,-0.755003,-0.50496227,-0.25144976,-0.5224377,-0.38752288,0.21151753,-0.7663809,-0.38684657,0.07287498,-1.0158341,-0.5610536,-0.04124822,-0.77168816,-0.5099676,-0.053463645,-0.5870701,-0.42018098,d
0.0,0.0,0.0,-0.22915901,0.0074786986,-0.12859179,-0.5411924,-0.16656554,-0.23905788,-0.77327347,-0.2588327,-0.3660572,-0.8259154,-0.47536883,-0.49658307,-0.43172553,-0.99468386,-0.13748494,-0.5337608,-1.5753552,-0.31555292,-0.6422661,-1.9404303,-0.42773184,-0.6839521,-2.2257166,-0.50142324,-0.26160556,-1.005727,-0.17656548,-0.5418251,-1.2412499,-0.4449376,-0.6494886,-0.76739603,-0.4930684,-0.6209359,-0.45707378,-0.45123369,-0.059001893,-0.93724483,-0.23979862,-0.31747183,-1.1731963,-0.4963241,-0.43322915,-0.7352799,-0.45294046,-0.41660708,-0.44542938,-0.34128225,0.1614729,-0.809529,-0.31529748,-0.03720714,-1.0245355,-0.51469487,-0.18440466,-0.7510221,-0.49751255,-0.2164484,-0.5254848,-0.4239485,d
0.0,0.0,0.0,-0.18535633,0.01200757,-0.16365649,-0.47877157,-0.17449825,-0.30480176,-0.7062878,-0.28424758,-0.45368904,-0.6358812,-0.42108127,-0.6058967,-0.37580884,-1.0048096,-0.21707548,-0.45010838,-1.6195658,-0.43452302,-0.5182062,-2.0162902,-0.5780466,-0.52987564,-2.3382719,-0.6740663,-0.17765966,-1.0088321,-0.24360095,-0.43888393,-1.187796,-0.53584903,-0.5389471,-0.71835774,-0.5774204,-0.49886063,-0.435701,-0.5351553,0.033637363,-0.91828036,-0.2980078,-0.2092559,-1.1224103,-0.56871307,-0.33420494,-0.7114291,-0.51399416,-0.3153997,-0.46420163,-0.39748737,0.24981542,-0.7666609,-0.36841714,0.07521051,-0.99643314,-0.56728286,-0.08141346,-0.7481747,-0.54038864,-0.1249807,-0.55193883,-0.46324295,d
0.0,0.0,0.0,-0.21027555,-0.03064336,-0.15777616,-0.47159007,-0.22444144,-0.2963145,-0.6512167,-0.36321104,-0.4439006,-0.6033306,-0.5107287,-0.5902373,-0.38369286,-1.0234909,-0.20426011,-0.437037,-1.6339862,-0.41150185,-0.4800143,-2.0266497,-0.5466908,-0.48221493,-2.356751,-0.6385979,-0.18643644,-1.0013459,-0.2325258,-0.39042664,-1.237953,-0.5189631,-0.46273687,-0.7939837,-0.56700903,-0.4242226,-0.54588515,-0.53558195,0.021635558,-0.91398436,-0.28558126,-0.14211437,-1.1863421,-0.54601204,-0.24252053,-0.791348,-0.47595215,-0.23545854,-0.5580773,-0.35784242,0.24229309,-0.77414685,-0.35497355,0.13942716,-1.0482635,-0.5309132,0.004205272,-0.81132686,-0.47948146,-0.04760044,-0.6289489,-0.39268154,d
0.0,0.0,0.0,-0.23901506,-0.039312873,-0.18007417,-0.4684699,-0.21154648,-0.3501794,-0.5182839,-0.3447508,-0.52211046,-0.38250756,-0.39293894,-0.6979537,-0.3796503,-1.0155419,-0.27156776,-0.3892916,-1.58655,-0.4911638,-0.4006631,-1.973444,-0.63741463,-0.38364738,-2.2909198,-0.73802835,-0.14309004,-0.9807074,-0.29258406,-0.22099857,-1.1745278,-0.5649518,-0.2662514,-0.7191833,-0.59328276,-0.25639102,-0.50498146,-0.5594304,0.09123856,-0.8855701,-0.3375936,0.03798547,-1.1155952,-0.57224524,-0.03500709,-0.7253977,-0.47377396,-0.056128576,-0.51997185,-0.35374296,0.31298828,-0.7379631,-0.40213415,0.28055847,-0.98190653,-0.55002636,0.1897977,-0.7146108,-0.46646142,0.14972927,-0.5609575,-0.36785728,d
0.0,0.0,0.0,-0.24709818,-0.05062967,-0.22730418,-0.44510785,-0.25178942,-0.41425407,-0.38705114,-0.39768472,-0.5886578,-0.20422044,-0.46014476,-0.76110643,-0.3535064,-0.9895801,-0.33826178,-0.37068927,-1.6117365,-0.5485836,-0.3485478,-1.971887,-0.6843869,-0.313285,-2.296632,-0.78203565,-0.10302104,-0.9689826,-0.34021872,-0.080056384,-1.1612215,-0.62241495,-0.111781344,-0.72165096,-0.6688323,-0.15107548,-0.48672113,-0.6534784,0.12523691,-0.87720895,-0.36441746,0.16677658,-1.0972445,-0.60843974,0.1025851,-0.71511126,-0.5235116,0.031876437,-0.50493884,-0.41898063,0.32692468,-0.73843265,-0.41028613,0.38076115,-0.9857483,-0.5728125,0.31097737,-0.715171,-0.49833855,0.24026066,-0.54802775,-0.40982962,d
